"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"18.06.2024","18.280,0","17.900,0","18.280,0","17.880,0","167,50K","3,86%"
"17.06.2024","17.600,0","17.780,0","17.860,0","17.500,0","382,29K","0,46%"
"14.06.2024","17.520,0","17.720,0","17.720,0","17.520,0","191,17K","-1,02%"
"13.06.2024","17.700,0","18.080,0","18.140,0","17.700,0","248,23K","-1,67%"
"12.06.2024","18.000,0","18.320,0","18.440,0","17.880,0","265,79K","-1,10%"
"11.06.2024","18.200,0","18.740,0","18.800,0","18.200,0","630,13K","-2,57%"
"07.06.2024","18.680,0","19.060,0","19.120,0","18.680,0","169,16K","-1,99%"
"06.06.2024","19.060,0","19.080,0","19.100,0","19.000,0","192,30K","-0,73%"
"05.06.2024","19.200,0","19.100,0","19.320,0","18.940,0","420,31K","1,05%"
"04.06.2024","19.000,0","19.140,0","19.180,0","18.740,0","276,88K","-0,73%"
"31.05.2024","19.140,0","18.560,0","19.140,0","18.500,0","3,33M","1,59%"
"30.05.2024","18.840,0","18.380,0","18.840,0","18.300,0","411,32K","3,40%"
"29.05.2024","18.220,0","18.480,0","18.480,0","18.220,0","181,12K","-0,55%"
"28.05.2024","18.320,0","18.720,0","18.860,0","18.320,0","414,91K","-3,98%"
"27.05.2024","19.080,0","18.380,0","19.080,0","18.380,0","211,78K","2,69%"
"24.05.2024","18.580,0","18.200,0","18.580,0","18.200,0","194,88K","1,75%"
"23.05.2024","18.260,0","18.120,0","18.440,0","18.100,0","191,30K","-0,98%"
"22.05.2024","18.440,0","18.700,0","18.700,0","18.440,0","300,97K","-0,86%"
"21.05.2024","18.600,0","18.860,0","18.960,0","18.600,0","260,99K","-0,85%"
"20.05.2024","18.760,0","18.940,0","18.960,0","18.760,0","891,60K","0,00%"
"17.05.2024","18.760,0","18.760,0","18.920,0","18.500,0","729,30K","0,00%"
"16.05.2024","18.760,0","18.880,0","18.900,0","18.720,0","418,87K","0,00%"
"15.05.2024","18.760,0","18.900,0","18.900,0","18.740,0","265,72K","-0,21%"
